order_id,payment_id,amount
6005430904684544,50002,15980.0
6047183489728512,5015,23370.0
6091449308020736,5103,26960.0
6138197611118592,5012,12281.0
6228578218541056,5012,7191.0
6290897113972736,5015,12580.0
6298954439065600,5015,12780.0
6309636458938368,5015,14980.0
6311314012766208,9001,14070.0
6326719557140480,3000,5990.0
6437663796887552,5000,8980.0
6477668732895232,5000,39463.0
6571282249023488,1000,14470.0
6707733219508224,5015,12990.0
4694086456705024,5000,15203.0
4705136944087040,5015,11480.0
4792400472702976,1000,5290.0
4797495920820224,5015,13990.0
4815983339110400,1000,3890.0
4905192689238016,5015,17770.0
4933153402388480,5015,13280.0
4938341051793408,3000,4290.0
4959370413342720,5000,20693.0
4994791277068288,5015,13280.0
5016944718381056,5015,12280.0
5037938518523904,5015,15790.0
5081377381548032,5015,7490.0
5140228667604992,5015,8390.0
5176806689472512,5012,9590.0
5188964064165888,5103,8490.0
5215574742007808,5012,10782.0
5219972788518912,5015,13480.0
5230401908637696,3000,4490.0
5313833326084096,5015,7490.0
5370994710282240,5015,25160.0
5384202070261760,5103,19980.0
5394748832219136,5015,13780.0
5409522848628736,5012,6590.0
5410990351712256,5103,8780.0
5434854498631680,3000,4490.0
5461515441012736,3000,3990.0
5468271296643072,5012,4990.0
5480523489869824,5015,13780.0
5488598162604032,5015,27260.0
5500932369154048,5012,9782.0
5523277070729216,5015,17980.0
5527575399759872,5015,27560.0
5557662182539264,3000,12990.0
5593222425083904,5000,16203.0
5646182760841216,5103,9490.0
5650003033587712,5000,8980.0
5660771730849792,5012,12990.0
5689028052254720,5015,35750.0
5690868177305600,5012,6290.0
5717141291270144,1000,4290.0
5729439667978240,5012,35950.0
5746592553107456,5012,7490.0
5821169230675968,3000,4490.0
6109750432104448,5012,5992.0
6234716800548864,5012,8480.0
6277646032568320,5000,27450.0
6284063625969664,3000,4290.0
6359371246993408,5000,12193.0
6369235176259584,5000,13693.0
6478824756477952,5103,7780.0
6574159602384896,5015,15480.0
6591144721645568,3000,7980.0
6600698748469248,5015,13990.0
6629344160776192,5000,20183.0
6729991082213376,5000,16819.0
4516921807208448,3000,10780.0
4534367159058432,5000,17480.0
4560320975339520,1000,8980.0
4698896625041408,5015,13990.0
4705783605100544,3000,12990.0
4736933620875264,5103,6290.0
4763994095878144,5000,26683.0
4786585630146560,5012,9280.0
4810127688073216,3000,8980.0
4825272508219392,5015,21270.0
4912258749300736,1000,4490.0
4942564615258112,3000,4490.0
5028118881107968,5015,14980.0
5047463554318336,5015,11280.0
5050526805524480,5015,21180.0
5099204756897792,5015,13990.0
5310348838830080,5015,34960.0
5318894743715840,2000,14574.0
5363899424309248,1000,10980.0
5471197108895744,1000,13570.0
5557356702990336,5015,12580.0
5577599420727296,1000,39132.0
5597729932443648,5015,25060.0
5618212094607360,5000,21693.0
5627712025395200,5015,19270.0
5641292839911424,5015,12280.0
5731156849590272,5012,5990.0
5765411489185792,1000,11480.0
5855472389980160,3000,3990.0
5878572475219968,50002,8780.0
5881906839945216,5015,12280.0
5940812953944064,5012,11970.0
5947035992457216,5015,35250.0
5947677486088192,5015,6290.0
5990120554233856,5103,7990.0
6019483372879872,5015,12990.0
6135093417213952,5012,13970.0
6161097974087680,5000,14737.0
6187017088794624,5012,10980.0
6246196979695616,5015,21770.0
6282383113060352,5015,20770.0
6322673563729920,5015,21870.0
6339447424286720,1000,15870.0
6387532944900096,5015,7490.0
6403783819788288,5015,12990.0
6577983740182528,5015,23870.0
6656106773086208,5015,13780.0
6661651045285888,1000,4490.0
6675706862632960,5015,12780.0
6732640143802368,5015,11480.0
4531215458369536,5015,6290.0
4650644278083584,3000,5290.0
4670735558377472,5012,8990.0
4703948272041984,5000,27183.0
4714178118680576,5012,9780.0
4720614932480000,5015,12280.0
4868345164464128,5000,15203.0
4894562846507008,5012,5990.0
5020241514725376,5015,11280.0
5022550321790976,5015,16780.0
5045775827206144,5000,6490.0
5170806284615680,5015,28970.0
5221708760612864,5015,13990.0
5387591543947264,5103,9490.0
5430868037074944,5000,15555.0
5448402777931776,5000,5490.0
5464282882637824,3000,16870.0
5535021530873856,5015,34270.0
5555960295456768,5012,5990.0
5556263902248960,5013,4010.0
5574043584167936,5015,21270.0
5682942815502336,5015,14480.0
5729671327776768,5012,11980.0
5739974008504320,1000,5000.0
5742844187508736,1000,12580.0
5747589864226816,1000,5000.0
5785739300962304,5012,4490.0
5857428888092672,5015,12580.0
5868505071878144,5015,14980.0
5942376322039808,5015,35650.0
5944087900061696,5012,9480.0
5977560694128640,5015,7490.0
6008805547311104,5000,14677.0
6223822079131648,50002,9280.0
6246098463883264,5015,12990.0
6288818423201792,3000,8980.0
6327805653286912,50002,24960.0
6365558684254208,5015,21470.0
6398694753304576,5015,6290.0
6442647703781376,50002,9782.0
6460151715069952,3000,12990.0
6486454094790656,50002,4990.0
6533881405374464,5000,15203.0
6616664075141120,5015,14980.0
6681248135905280,5012,10980.0
6682862473183232,1000,16000.0
6754164640841728,5103,15070.0
4504201590472704,5012,5990.0
4514882240905216,1000,6290.0
4651811294937088,5012,22470.0
4714516072628224,5015,19980.0
4731760909484032,5000,22593.0
4791316402405376,3000,5290.0
4839914896883712,5000,14985.0
4846035755859968,5015,12280.0
4979218403033088,5015,19980.0
4994854231474176,5015,13990.0
5031967171805184,5015,10580.0
5131125719302144,5103,7780.0
5200554710794240,5012,15770.0
5217765986926592,5015,16980.0
5275515574026240,5103,8490.0
5290359517872128,5000,25353.0
5341292199149568,5000,22369.0
5356238551121920,3000,4490.0
5357718570008576,1000,5290.0
5418426047397888,5015,12990.0
5453387886493696,5015,15780.0
5488030086070272,1000,7700.0
5498273790689280,5103,8080.0
5499240963637248,5015,22470.0
5504213992603648,5015,10280.0
5522926902968320,5015,20280.0
5742328791433216,3000,9280.0
6040140682887168,50002,5990.0
6065136989896704,5103,9490.0
6251833279119360,5012,11980.0
6303478958522368,5012,5391.0
6438721298366464,5015,7490.0
6497439144738816,5103,10990.0
6506396567470080,5015,27360.0
6533356876201984,5015,31450.0
6567159885725696,1000,5290.0
6610930629345280,5015,11980.0
6611230008279040,5000,15203.0
6621032694415360,5015,13990.0
6627375723577344,5103,8380.0
6699847659552768,5015,10580.0
6722645345959936,3000,5290.0
4599413331460096,5012,9980.0
4601458037882880,5015,38840.0
4659696190095360,5015,29860.0
4670966580641792,1000,2530.0
4670966580641792,9001,1960.0
4719253830500352,5000,20693.0
4748604093497344,3000,4290.0
4755340279939072,5012,39540.0
4840751570354176,5015,13780.0
4934127816802304,5000,22193.0
4944272670064640,50002,5990.0
5120581843025920,3000,4490.0
5171837888364544,5012,9980.0
5204478828216320,5015,6990.0
5269926888341504,5015,20770.0
5481301891874816,5015,5990.0
5517181438394368,50002,7490.0
5522561495203840,5012,12990.0
5546988651937792,5012,5890.0
5637815258578944,5015,7190.0
5660644089790464,9001,8980.0
5713938862571520,5103,8490.0
5721622827499520,5012,20470.0
5784307606749184,50002,20470.0
5814923435966464,3000,500.0
5842909885366272,5103,8780.0
5936526079557632,5015,12990.0
6002991302443008,5103,13570.0
6117650353356800,3000,10580.0
6121149006872576,5015,7790.0
6161427478609920,5103,34340.0
6186301244833792,5000,20693.0
6340785239490560,5015,12990.0
6448637572546560,5015,13280.0
6587821094338560,5015,13280.0
6616478995185664,5000,15970.0
6704591853584384,5015,6290.0
4504129656061952,50002,4490.0
4598117163597824,5015,20480.0
4676197454446592,5012,7191.0
4696896371949568,3000,6290.0
4759353792659456,50002,9290.0
4815169979678720,5012,26952.0
4837558838886400,5015,13980.0
4850050818375680,5015,6290.0
4894414072446976,3000,4290.0
4915390222958592,5103,9490.0
4930183560429568,5013,4710.0
5078216191246336,3000,2990.0
5128382812258304,5012,12980.0
5135370059251712,5103,15780.0
5206303384010752,5000,19180.0
5221978007666688,5000,0.0
5258434421981184,1000,4490.0
5258434421981184,9001,4490.0
5264838090293248,5015,12580.0
5348566531571712,5012,13980.0
5404798653038592,1000,10000.0
5411237486395392,5000,18313.0
5460544918913024,5012,4990.0
5519198663737344,5015,6290.0
5566506459725824,5012,5392.0
5611406047838208,5015,25960.0
5628804557701120,1000,4490.0
5632667069186048,5103,6190.0
5789774563246080,1000,8980.0
5817753550979072,5012,4792.0
5818453737603072,5015,12990.0
5837944567627776,5103,5290.0
5840311161716736,5103,8490.0
6101059022618624,5103,9490.0
6113545230745600,5012,6890.0
6119141713641472,5012,11381.0
6125339686993920,5012,15980.0
6158905393283072,5015,5290.0
6174619671986176,5012,14980.0
6184600437784576,3000,9980.0
6188845469794304,5012,39540.0
6204739807870976,1000,10780.0
6277414009962496,1000,13470.0
6315623918075904,5000,12193.0
6317134404386816,50002,12980.0
6428557264551936,5000,0.0
6430195117195264,5012,12580.0
6441150108663808,1000,17070.0
6458877787504640,5000,22177.0
6501830547472384,3000,4490.0
6542839895556096,5015,11580.0
6632577472135168,5012,14282.0
6663274402414592,5012,4490.0
6696372299104256,5015,6290.0
6704841102196736,3000,4490.0
6707397345935360,5015,12580.0
6711679556255744,5012,12990.0
6714677047066624,1000,4490.0
6719989183414272,5015,21270.0
4584069869076480,9001,25850.0
4584440913985536,1000,5290.0
4607582264885248,3000,15270.0
4631739711094784,5015,12990.0
4658830821294080,5015,34550.0
4662461612163072,5012,4990.0
4690944828637184,5000,11990.0
4728973066764288,5015,7490.0
4739095170121728,5013,3910.0
4744445787111424,5103,10780.0
4744690768019456,5015,6290.0
4765911939284992,5000,16083.0
4783504125329408,3000,6290.0
4843780568776704,3000,9580.0
4849097396453376,5103,6290.0
4887778012430336,50002,8280.0
4938355547308032,5015,5990.0
4997092305797120,5015,11280.0
4997505635581952,5000,15995.0
5009426787074048,5012,12280.0
5028040229519360,5012,6890.0
5055617079967744,5015,5990.0
5083496176156672,5103,7880.0
5085053236019200,5103,13370.0
5126218148741120,3000,8980.0
5142950468911104,50002,10980.0
5225448207024128,3000,4490.0
5246562199142400,5015,6290.0
5254219320524800,5015,15780.0
5257729315438592,5015,19280.0
5290542664253440,5012,5391.0
5320917606203392,5103,22160.0
5323175892877312,5012,10290.0
5379395404169216,5015,12580.0
5383056058482688,1000,3990.0
5414591990071296,50002,5391.0
5541789124263936,50002,33960.0
5643290408648704,5103,9490.0
5657462250930176,9001,4490.0
5657711761686528,5000,20683.0
5699258255409152,3000,17870.0
5789136223731712,1000,4490.0
5820163872784384,5015,4990.0
5840379881193472,5015,12990.0
5858293116043264,5015,12580.0
5872869295521792,5000,9780.0
5931271851868160,3000,4490.0
5936237779877888,50002,4990.0
5950287423209472,5000,18103.0
5972776408842240,3000,10990.0
6071716342923264,5015,22270.0
6114740506722304,50002,10290.0
6128872828174336,3000,4490.0
6171055989981184,5103,17770.0
6191508483735552,5015,6290.0
6205336338563072,5015,5290.0
6250220827181056,5015,6290.0
6303051877711872,5013,1410.0
6307871764250624,1000,4490.0
6319544082366464,5015,12580.0
6485455514894336,50002,9584.0
6501385810739200,5012,10290.0
6521854221877248,50002,38940.0
6550222615085056,1000,8980.0
6568347175747584,5015,6290.0
6616280487165952,5012,4490.0
6627815628472320,5000,18683.0
6721126538149888,5013,1410.0
6754458437156864,50002,10384.0
4516360246525952,5012,12280.0
4523987571572736,5103,10390.0
4537088698220544,5000,15423.0
4564343621156864,5015,6290.0
4575474498666496,5015,11980.0
4614411933974528,5000,14765.0
4657031095779328,5015,27260.0
4684557205635072,1000,8780.0
4699364508041216,5012,5990.0
4752797518790656,5000,12897.0
4796105492267008,5015,19280.0
4848131169320960,3000,10990.0
4956291129409536,5012,19874.0
4970155015405568,5015,6990.0
5026940583673856,5103,8080.0
5030075446329344,5103,8490.0
5065316659625984,5015,12990.0
5078157068337152,5015,13990.0
5101849376718848,5015,14980.0
5145147216756736,5103,6290.0
5179873973501952,3000,12990.0
5211651423600640,5000,8980.0
5217743908110336,5012,9584.0
5222126915944448,5015,11980.0
5238046816206848,5000,33673.0
5258924524306432,5015,22470.0
5271271877902336,5012,9990.0
5310207641780224,5103,8080.0
5320363890966528,5015,14980.0
5361712077996032,5000,30473.0
5368524030345216,5015,13990.0
5479769729400832,3000,8280.0
5538546759499776,5015,13990.0
5543199349932032,5015,13780.0
5698335978291200,5012,9290.0
5723121636868096,3000,4290.0
5790624966770688,5012,4990.0
5909279209684992,1000,5290.0
5922581998469120,5015,7190.0
6009363356188672,5000,28723.0
6030658340913152,5103,9490.0
6075574699950080,3000,16870.0
6088366058373120,5000,20183.0
6141699888513024,5015,7190.0
6156159902547968,5012,12480.0
6226528646725632,5000,14004.0
6256434296389632,5103,12780.0
6273557525692416,5015,18970.0
6280525841694720,5015,36940.0
6317223323631616,50002,4990.0
6384066570747904,5015,10280.0
6397885286187008,5012,18580.0
6467722266017792,5103,8780.0
6499863989321728,5015,19280.0
6522812804890624,5012,9990.0
6675023023308800,5015,6290.0
6696610334244864,1000,8980.0
6735825667358720,3000,14960.0
6735982098120704,5015,16480.0
6743116770705408,5015,19280.0
6743851008786432,5015,20270.0
4511962200014848,5000,16203.0
4634787997024256,5015,13142.0
4680240757211136,5103,8680.0
4727445406875648,5000,30173.0
4734306818457600,5015,6490.0
4734902208299008,5000,16467.0
4738362140000256,5015,22470.0
4749441477902336,5000,19447.0
4784902539837440,50002,4390.0
4793437176725504,5015,8390.0
4829329541038080,1000,4490.0
4880559239856128,5012,27460.0
4885020509208576,5015,18532.0
4916856947998720,5015,7190.0
4934755787997184,1000,4490.0
4952173792985088,5103,9490.0
4982393182879744,5000,14545.0
4989578065477632,5000,16193.0
5008941455769600,5015,12280.0
5033544766980096,5015,13280.0
5114230968418304,3000,21160.0
5170534493716480,5012,9980.0
5182559536021504,5012,5990.0
5217601570209792,5012,11980.0
5278375082721280,5015,11042.0
5320049626447872,5015,11892.0
5361088032669696,5103,8080.0
5397476411179008,1000,3990.0
5398170048397312,5015,7190.0
5402277043765248,5103,9180.0
5406966141419520,5015,5290.0
5433253488754688,5015,13280.0
5495403638947840,3000,25980.0
5533040879861760,5012,6290.0
5554299223146496,5103,6290.0
5648191631130624,5015,13780.0
5694203085193216,5015,11892.0
5715522021490688,50002,19970.0
5761803387404288,50002,5990.0
5785773868318720,5012,10980.0
5826818113011712,5015,6890.0
5864830794465280,5015,11042.0
5909765346295808,50002,13990.0
5916621456277504,5015,13780.0
5928716084183040,5012,5090.0
5933888365658112,5012,11280.0
5944462910685184,1000,4490.0
5947677291053056,5012,12990.0
5971794136399872,5015,19770.0
6052710582059008,5015,11042.0
6056417474379776,1000,8980.0
6111111668301824,5015,18032.0
6123599151497216,5012,8690.0
6144044531712000,5015,7490.0
6158001302667264,5015,7190.0
6179124683735040,5015,18182.0
6201981767778304,5103,9490.0
6246744453808128,5015,27872.0
6300162035810304,5015,7190.0
6347218368593920,3000,10580.0
6388567696474112,5015,11042.0
6437600989282304,5015,19280.0
6440187962589184,5000,14904.0
6653650857099264,5015,14980.0
6721263977103360,1000,0.0
4517156224761856,5103,20570.0
4625955061235712,5103,15870.0
4628753702191104,5000,18183.0
4762010901020672,50002,12480.0
4767652602707968,3000,16570.0
4825393209802752,5015,11892.0
4837824583696384,5012,8980.0
4846213734858752,5015,34250.0
4880244975337472,5015,6290.0
4907626392190976,5015,7490.0
4954289741758464,5012,9280.0
4982306081865728,5012,11980.0
5008134270353408,5015,18182.0
5042770765676544,1000,12990.0
5088655237185536,5000,8703.0
5157402973044736,5015,6290.0
5166463944753152,5012,15980.0
5173462788997120,5012,10480.0
5204910344503296,3000,6290.0
5217132070305792,5012,10480.0
5255534916403200,50002,5190.0
5256836700438528,3000,22570.0
5269990601916416,9001,11880.0
5306432365527040,3000,20160.0
5322958722301952,5015,7490.0
5446384814391296,5000,15203.0
5509678807908352,5012,6392.0
5528642833350656,5012,15470.0
5571478683385856,5012,5990.0
5622025885057024,5012,12880.0
5641849715556352,3000,21160.0
5809910846324736,3000,5290.0
5825106843271168,3000,8980.0
5841429994405888,3000,8980.0
5851354730594304,5015,10580.0
5882631890403328,5015,6290.0
5938082059386880,5012,9980.0
5964126948687872,5015,15080.0
6044789448114176,5015,6290.0
6079422722211840,5012,19880.0
6153229526892544,5015,22470.0
6168014079393792,5015,17182.0
6202141822418944,5015,7490.0
6244632531566592,5015,21270.0
6274066613534720,5015,19082.0
6327083287183360,5015,11042.0
6418839229956096,5015,21970.0
6432548161585152,5012,12990.0
6454169026953216,5015,11042.0
6471761212997632,5015,40430.0
6519991883792384,5015,11480.0
6537678693335040,1000,11184.0
6580053377548288,5012,19370.0
6639463579779072,50002,6392.0
6642526159896576,5103,8490.0
6705780223639552,5012,9890.0
4504652367003648,5000,14693.0
4545786208321536,5015,8490.0
4615503660974080,5015,10880.0
4617818172293120,5000,25980.0
4681376245481472,5015,21470.0
4707533300957184,5015,13780.0
4745601508704256,5015,13180.0
4919823367405568,3000,4290.0
4942807750672384,3000,5290.0
4974581717401600,5015,19270.0
5003407256190976,5000,15203.0
5144025223659520,50002,10980.0
5178755335847936,1000,6290.0
5185393342021632,5015,17470.0
5340934844448768,5012,9990.0
5357281959739392,50002,5990.0
5473380831330304,5015,20770.0
5549428193361920,3000,4490.0
5551202142781440,5012,39841.0
5635925378596864,50002,12990.0
5658889528541184,5015,6290.0
5665625507364864,5103,8080.0
5669935983099904,5015,15570.0
5731408098885632,5000,15775.0
5746677116567552,5012,9280.0
5810516799520768,1000,6290.0
5834856546959360,3000,5290.0
5955337633660928,5000,20183.0
5968902610485248,50002,9480.0
6059912504016896,5015,18870.0
6092148448165888,5015,11042.0
6143538000297984,5015,6990.0
6145540663017472,5015,18870.0
6203169319944192,50002,4990.0
6257509923553280,3000,17280.0
6430992907370496,5015,7190.0
6527642623541248,5015,12280.0
6543838615961600,5015,24560.0
6592683668406272,5015,15980.0
6607874632187904,5015,6290.0
6612737004929024,3000,10780.0
6649391732228096,5015,11042.0
6696647177011200,9001,4490.0
6716115391348736,5015,28260.0
4558615141416960,5000,12993.0
4716910187642880,3000,25980.0
4722292519862272,3000,4490.0
4756284031893504,5000,22799.0
4761149625860096,50002,12970.0
4885171497861120,5015,17182.0
4893768344666112,5103,8490.0
4940714088333312,5000,9980.0
5001769799909376,50002,14480.0
5041291619205120,5015,12780.0
5058973120856064,1000,7980.0
5072188003319808,5012,6080.0
5079485622517760,5015,13780.0
5090717834412032,50002,5990.0
5112993346748416,3000,4490.0
5142130404884480,50002,12990.0
5164497520820224,50002,4990.0
5174734239825920,5012,5990.0
5179976448737280,5015,11042.0
5224219437432832,1000,4490.0
5327742181310464,5000,15203.0
5336978837733376,5000,0.0
5355792679829504,5012,9780.0
5375715221176320,5015,7190.0
5407171226107904,1000,4490.0
5510549008547840,5015,23960.0
5541760670105600,5103,9490.0
5586709985886208,5012,5990.0
5627249907466240,5000,0.0
5656523504877568,5103,9490.0
5734217416441856,5012,12990.0
5792973173030912,5015,15480.0
5876311705518080,5015,11042.0
5916842110222336,3000,8980.0
5994334124769280,5000,15203.0
6019826561318912,5103,7490.0
6068381843980288,5015,11892.0
6074448149741568,5012,12980.0
6084515418865664,5015,6290.0
6169396723318784,5000,29193.0
6219203311566848,5015,6590.0
6239570577063936,5015,24472.0
6285919924256768,5103,8090.0
6295298348154880,5012,20460.0
6315895708975104,5015,22933.0
6316253868982272,5103,8490.0
6334669145243648,5015,7290.0
6412687628828672,5000,14904.0
6415691683725312,5015,7490.0
6569653516894208,5015,19770.0
6584090411925504,5015,23783.0
6641796149673984,5103,11480.0
6688711889387520,3000,4490.0
6740046210924544,5015,13280.0
4514504277491712,5000,8703.0
4603266628059136,5012,7191.0
4704408101978112,5000,17615.0
