Fecha;Dia semana;Monto total;Efectivo;Tarjeta Credito;Tarjeta Debito;Web Pay;PedidosYa;PedidosYa Vouchers;Rappi;UberEats;Mercat;Transferencia;PedidosYa Efectivo;Uber eats
viernes, 6 de octubre de 2023;Friday;2017255;139258;116116;1390499;66430;96710;0;0;208242;0;0;0;0
sábado, 7 de octubre de 2023;Saturday;2130859;86418;285387;1338315;89850;115477;0;0;215412;0;0;0;0
domingo, 8 de octubre de 2023;Sunday;2014068;286270;345214;916011;55930;32980;0;0;361683;0;0;15980;0
lunes, 9 de octubre de 2023;Monday;773587;152300;160655;418585;17990;0;0;0;16280;0;0;7777;0
martes, 10 de octubre de 2023;Tuesday;550396;114058;24057;211291;32160;44960;0;0;123870;0;0;0;0
miércoles, 11 de octubre de 2023;Wednesday;1111714;79514;132528;760142;66710;10990;0;0;52140;0;0;9690;0
jueves, 12 de octubre de 2023;Thursday;1828202;428388;174134;940400;79730;21144;0;0;142981;0;24145;17280;0
viernes, 13 de octubre de 2023;Friday;2564136;134612;205546;1737008;104090;62504;0;0;271331;0;0;49045;0
sábado, 14 de octubre de 2023;Saturday;1865008;51828;157707;1148957;64020;21665;0;0;380230;0;40601;0;0
domingo, 15 de octubre de 2023;Sunday;1031158;62888;22297;556094;82700;59227;0;0;247952;0;0;0;0
lunes, 16 de octubre de 2023;Monday;657588;74846;216700;209602;22270;28970;0;0;105200;0;0;0;0
martes, 17 de octubre de 2023;Tuesday;929335;126427;217294;405884;31660;16880;0;0;131190;0;0;0;0
miércoles, 18 de octubre de 2023;Wednesday;518679;53500;32956;109057;66720;80006;0;63640;112800;0;0;0;0
jueves, 19 de octubre de 2023;Thursday;1738498;191910;456234;883336;13280;48697;0;22480;122561;0;0;0;0
viernes, 20 de octubre de 2023;Friday;1913647;179859;272283;1097803;17990;39150;0;21990;276882;0;0;7690;0
sábado, 21 de octubre de 2023;Saturday;1689327;66209;410079;810099;50450;65030;0;10290;258290;0;0;18880;0
domingo, 22 de octubre de 2023;Sunday;686708;30200;68524;337434;15480;16480;0;0;218590;0;0;0;0
lunes, 23 de octubre de 2023;Monday;315153;43490;129723;99580;18980;10990;0;0;12390;0;0;0;0
martes, 24 de octubre de 2023;Tuesday;920616;102547;110616;512796;64320;71317;0;0;59020;0;0;0;0
miércoles, 25 de octubre de 2023;Wednesday;852943;190699;110101;493432;0;0;0;0;58711;0;0;0;0
jueves, 26 de octubre de 2023;Thursday;2427472;156799;230813;1638290;52330;80620;0;0;257630;0;0;10990;0
viernes, 27 de octubre de 2023;Friday;1310760;242431;133133;574063;16980;83402;0;0;229691;0;0;31060;0
sábado, 28 de octubre de 2023;Saturday;1131763;213357;82874;520005;17380;38547;0;0;238920;0;0;20680;0
domingo, 29 de octubre de 2023;Sunday;659853;70315;28336;395838;13280;41084;0;0;111000;0;0;0;0
lunes, 30 de octubre de 2023;Monday;667029;84388;76340;338474;17990;108187;0;0;41650;0;0;0;0
martes, 31 de octubre de 2023;Tuesday;1428577;135177;88517;1031999;20470;28702;0;0;123712;0;0;0;0
miércoles, 1 de noviembre de 2023;Wednesday;597621;101777;19327;321480;17990;44437;0;0;92610;0;0;0;0
jueves, 2 de noviembre de 2023;Thursday;1832744;152814;0;1501422;35470;39660;0;0;95601;0;0;7777;0
viernes, 3 de noviembre de 2023;Friday;1767575;203959;241802;909718;68840;94787;0;0;233531;0;14938;0;0
sábado, 4 de noviembre de 2023;Saturday;1911652;137115;180004;1200739;8490;117100;0;0;268204;0;0;0;0
domingo, 5 de noviembre de 2023;Sunday;1047969;121893;12078;511400;16680;116578;0;0;269340;0;0;0;0
lunes, 6 de noviembre de 2023;Monday;381172;99941;28325;126438;30260;25968;0;0;70240;0;0;0;0
martes, 7 de noviembre de 2023;Tuesday;631474;94706;57442;326708;21970;73118;0;0;57530;0;0;0;0
miércoles, 8 de noviembre de 2023;Wednesday;743857;89699;144209;392652;19790;45197;0;0;52310;0;0;0;0
jueves, 9 de noviembre de 2023;Thursday;2554301;174242;540488;1649647;17990;65804;0;0;106130;0;0;0;0
viernes, 10 de noviembre de 2023;Friday;1492418;80389;118855;934943;65230;33109;0;0;259892;0;0;0;0
sábado, 11 de noviembre de 2023;Saturday;1955318;140586;64174;1302717;80740;115480;0;0;251621;0;0;0;0
domingo, 12 de noviembre de 2023;Sunday;684999;45000;0;368475;43670;29070;0;0;198784;0;0;0;0
lunes, 13 de noviembre de 2023;Monday;778398;66252;204908;389586;10780;0;0;0;91192;0;0;15680;0
martes, 14 de noviembre de 2023;Tuesday;747398;37380;118866;430397;35560;30514;0;0;94681;0;0;0;0
miércoles, 15 de noviembre de 2023;Wednesday;1264917;68372;306141;755806;0;48528;0;0;86070;0;0;0;0
jueves, 16 de noviembre de 2023;Thursday;2056748;125576;334763;1244452;70150;104016;0;0;177791;0;0;0;0
viernes, 17 de noviembre de 2023;Friday;1304159;160414;115181;526769;93050;129894;0;0;278851;0;0;0;0
sábado, 18 de noviembre de 2023;Saturday;1463612;251952;290757;562864;16980;82639;0;0;258420;0;0;0;0
domingo, 19 de noviembre de 2023;Sunday;813739;60842;73750;259998;58940;117467;0;0;236252;0;0;6490;0
lunes, 20 de noviembre de 2023;Monday;667745;67000;54043;455132;7290;41860;0;0;42420;0;0;0;0
martes, 21 de noviembre de 2023;Tuesday;1068968;66056;14828;781236;20380;100858;0;0;85610;0;0;0;0
miércoles, 22 de noviembre de 2023;Wednesday;703764;89751;48926;363502;15280;28257;0;0;135971;0;22077;0;0
jueves, 23 de noviembre de 2023;Thursday;2039539;115558;320205;1370673;10490;100783;0;0;121830;0;0;0;0
viernes, 24 de noviembre de 2023;Friday;1274415;38000;126041;738943;42350;95010;0;0;234071;0;0;0;0
sábado, 25 de noviembre de 2023;Saturday;1607675;116904;299171;870911;16480;115276;0;0;180543;0;0;8390;0
domingo, 26 de noviembre de 2023;Sunday;635219;94420;175186;45024;35150;71817;0;0;213622;0;0;0;0
lunes, 27 de noviembre de 2023;Monday;734349;88677;24167;418407;0;44148;0;0;158950;0;0;0;0
martes, 28 de noviembre de 2023;Tuesday;529274;22090;51683;308107;52150;60774;0;0;34470;0;0;0;0
miércoles, 29 de noviembre de 2023;Wednesday;1161080;109476;95774;789552;0;36448;0;0;129830;0;0;0;0
jueves, 30 de noviembre de 2023;Thursday;2790075;128093;239573;2123551;42592;84617;5270;0;151270;0;0;15109;0
viernes, 1 de diciembre de 2023;Friday;2292124;80647;273336;1397938;113969;128380;0;0;289864;0;0;7990;0
sábado, 2 de diciembre de 2023;Saturday;2080179;139265;136445;1339995;85010;49850;0;0;329614;0;0;0;0
domingo, 3 de diciembre de 2023;Sunday;173997;0;0;0;0;41547;0;0;132450;0;0;0;0
lunes, 4 de diciembre de 2023;Monday;736620;71729;143254;415479;10290;63527;0;0;32341;0;0;0;0
martes, 5 de diciembre de 2023;Tuesday;33670;0;0;0;0;0;0;0;33670;0;0;0;0
miércoles, 6 de diciembre de 2023;Wednesday;965244;110151;276485;392848;40570;42270;0;0;102920;0;0;0;0
jueves, 7 de diciembre de 2023;Thursday;2791998;211141;496056;1596756;70505;147858;0;0;269682;0;0;0;0
viernes, 8 de diciembre de 2023;Friday;1659636;205872;178057;858429;49740;106126;0;0;261412;0;0;0;0
sábado, 9 de diciembre de 2023;Saturday;2000758;218000;335038;1040550;19470;107739;0;0;279961;0;0;0;0
domingo, 10 de diciembre de 2023;Sunday;786250;63225;63591;362956;25970;68918;0;0;201590;0;0;0;0
lunes, 11 de diciembre de 2023;Monday;904157;76204;370767;338746;17480;43060;0;0;57900;0;0;0;0
martes, 12 de diciembre de 2023;Tuesday;1137339;128030;222299;612379;0;48050;0;0;126581;0;0;0;0
miércoles, 13 de diciembre de 2023;Wednesday;1462131;128007;288035;964159;0;18319;0;0;63611;0;0;0;0
jueves, 14 de diciembre de 2023;Thursday;1951432;176403;140382;1489195;12880;20881;0;0;111691;0;0;0;0
viernes, 15 de diciembre de 2023;Friday;1803137;120445;142126;1214208;28570;92424;0;0;205364;0;0;0;0
sábado, 16 de diciembre de 2023;Saturday;1882902;70287;232947;1004844;29380;70058;0;0;465696;0;0;9690;0
domingo, 17 de diciembre de 2023;Sunday;938340;107701;8490;500312;17990;93436;0;0;210411;0;0;0;0
lunes, 18 de diciembre de 2023;Monday;780682;70792;131746;389134;31960;31259;0;0;125791;0;0;0;0
martes, 19 de diciembre de 2023;Tuesday;1304804;136000;225797;804469;0;74118;0;0;64420;0;0;0;0
miércoles, 20 de diciembre de 2023;Wednesday;1461750;61076;162734;1206131;0;23419;0;0;8390;0;0;0;0
jueves, 21 de diciembre de 2023;Thursday;2591881;299409;434665;1712577;16978;71302;0;0;56950;0;0;0;0
viernes, 22 de diciembre de 2023;Friday;1725992;136789;265779;1083241;14980;39112;0;11290;174801;0;0;0;0
sábado, 23 de diciembre de 2023;Saturday;1852130;84000;254553;1222345;17990;56060;0;10590;206592;0;0;0;0
domingo, 24 de diciembre de 2023;Sunday;269838;35000;61688;92129;0;21990;0;0;59031;0;0;0;0
lunes, 25 de diciembre de 2023;Monday;0;0;0;0;0;0;0;0;0;0;0;0;0
martes, 26 de diciembre de 2023;Tuesday;784537;88212;138204;433661;21470;21980;0;0;81010;0;0;0;0
miércoles, 27 de diciembre de 2023;Wednesday;2107225;298680;321905;1271582;0;51437;0;18380;145241;0;0;0;0
jueves, 28 de diciembre de 2023;Thursday;1853611;50174;199038;1390212;8990;32596;0;0;172601;0;0;0;0
viernes, 29 de diciembre de 2023;Friday;3266602;252424;335038;2216797;59563;120647;7410;0;274723;0;0;0;0
sábado, 30 de diciembre de 2023;Saturday;1859605;187695;305160;1089076;41970;0;0;0;235704;0;0;0;0
domingo, 31 de diciembre de 2023;Sunday;30170;0;0;0;0;0;0;0;30170;0;0;0;0
lunes, 1 de enero de 2024;Monday;0;0;0;0;0;0;0;0;0;0;0;0;0
martes, 2 de enero de 2024;Tuesday;874759;66468;76076;533004;42960;43960;0;0;112291;0;0;0;0
miércoles, 3 de enero de 2024;Wednesday;1646405;131042;316250;1048824;0;54379;0;0;95910;0;0;0;0
jueves, 4 de enero de 2024;Thursday;1881788;57060;648736;1026852;17990;17480;0;0;113670;0;0;0;0
viernes, 5 de enero de 2024;Friday;2425028;100338;297627;1549872;0;148750;0;0;328441;0;0;0;0
sábado, 6 de enero de 2024;Saturday;1460485;135837;157505;750345;50260;167011;0;0;158442;0;41085;0;0
domingo, 7 de enero de 2024;Sunday;839498;127679;81510;453710;0;70218;0;0;106381;0;0;0;0
lunes, 8 de enero de 2024;Monday;1056107;122969;136661;617522;0;66894;5491;0;104171;0;0;2399;0
martes, 9 de enero de 2024;Tuesday;967557;101220;67705;607463;0;18767;0;0;172402;0;0;0;0
miércoles, 10 de enero de 2024;Wednesday;1834831;250797;322195;1058973;61450;55514;0;0;85902;0;0;0;0
jueves, 11 de enero de 2024;Thursday;2168724;340856;157735;1445447;81120;63666;0;10990;68910;0;0;0;0
viernes, 12 de enero de 2024;Friday;2478689;179002;408233;1668331;14780;63212;0;0;145131;0;0;0;0
sábado, 13 de enero de 2024;Saturday;2220503;113493;197709;1330552;10990;134405;0;0;433354;0;0;0;0
domingo, 14 de enero de 2024;Sunday;665033;57368;51084;382415;0;57466;0;32980;83720;0;0;0;0
lunes, 15 de enero de 2024;Monday;785608;127773;80203;434345;15480;54487;0;0;73320;0;0;0;0
martes, 16 de enero de 2024;Tuesday;458137;29000;45457;299184;0;24306;0;0;60190;0;0;0;0
miércoles, 17 de enero de 2024;Wednesday;1902714;146229;150260;1428759;34960;28096;0;0;84950;0;0;0;29460
jueves, 18 de enero de 2024;Thursday;2812554;127719;499836;2039597;0;39760;0;0;105642;0;0;0;0
viernes, 19 de enero de 2024;Friday;1675515;157909;116435;1158136;69188;78446;0;0;95401;0;0;0;0
sábado, 20 de enero de 2024;Saturday;1632143;32549;331249;1008623;8490;64774;0;0;171102;0;15356;0;0
domingo, 21 de enero de 2024;Sunday;847865;70170;37455;619031;25970;48089;0;0;47150;0;0;0;0
lunes, 22 de enero de 2024;Monday;812489;109695;121660;471667;23970;21757;0;0;63740;0;0;0;0
martes, 23 de enero de 2024;Tuesday;1050137;88929;74651;693408;37750;25519;0;21990;107890;0;0;0;0
miércoles, 24 de enero de 2024;Wednesday;2134129;242015;352605;1356778;46186;41294;0;0;95251;0;0;0;0
jueves, 25 de enero de 2024;Thursday;2527548;148330;634873;1602295;0;32970;0;21580;87500;0;0;0;0
viernes, 26 de enero de 2024;Friday;2119621;156686;341584;1326543;36750;29057;0;20080;208921;0;0;0;0
sábado, 27 de enero de 2024;Saturday;1586638;281325;261129;783104;16980;59640;1550;0;182910;0;0;0;0
domingo, 28 de enero de 2024;Sunday;501210;70707;34455;321559;0;16939;6200;0;51350;0;0;0;0
lunes, 29 de enero de 2024;Monday;776966;125341;141152;352133;0;61040;0;0;97300;0;0;0;0
martes, 30 de enero de 2024;Tuesday;1190297;47980;202070;682506;12980;47970;0;17780;179011;0;0;0;0
miércoles, 31 de enero de 2024;Wednesday;2535966;60390;390157;1849387;25970;32280;0;0;177782;0;0;0;0
jueves, 1 de febrero de 2024;Thursday;3208115;229526;453142;2220737;51740;108439;0;0;144531;0;0;0;0
viernes, 2 de febrero de 2024;Friday;2412555;192424;382445;1498917;42040;156499;0;0;140230;0;0;0;0
sábado, 3 de febrero de 2024;Saturday;1786958;59105;139513;1238953;33770;75746;0;0;239871;0;0;0;0
domingo, 4 de febrero de 2024;Sunday;864263;123236;77649;390629;0;64018;0;0;208731;0;0;0;0
lunes, 5 de febrero de 2024;Monday;903540;127322;103559;515519;0;37760;0;0;119380;0;0;0;0
martes, 6 de febrero de 2024;Tuesday;1275380;42318;47113;797351;8990;96436;0;0;283172;0;0;0;0
miércoles, 7 de febrero de 2024;Wednesday;0;0;0;0;0;0;0;0;0;0;0;0;0
jueves, 8 de febrero de 2024;Thursday;2528273;267655;194228;1879084;0;36296;0;0;151010;0;0;0;0
viernes, 9 de febrero de 2024;Friday;2152197;142144;407649;1316019;16480;94936;2571;10290;139760;0;0;22348;0
sábado, 10 de febrero de 2024;Saturday;1857179;103284;252362;1223734;15380;138457;0;10990;112972;0;0;0;0
domingo, 11 de febrero de 2024;Sunday;812794;68386;134145;426583;0;49010;0;0;134670;0;0;0;0
lunes, 12 de febrero de 2024;Monday;1070524;99290;176880;650455;0;21919;0;0;121980;0;0;0;0
martes, 13 de febrero de 2024;Tuesday;1293084;87000;259402;841190;29260;28091;0;0;48141;0;0;0;0
miércoles, 14 de febrero de 2024;Wednesday;3244678;250825;466763;1675931;44750;53726;0;0;298053;0;454630;0;0
jueves, 15 de febrero de 2024;Thursday;2117352;210080;253622;1499817;0;69924;0;0;65022;0;18887;0;0
viernes, 16 de febrero de 2024;Friday;1839571;92943;147578;1298150;40460;73707;0;29170;157563;0;0;0;0
sábado, 17 de febrero de 2024;Saturday;1230619;194224;196911;598086;42860;41976;0;0;156562;0;0;0;0
