Fecha;Dia semana;Monto total;Efectivo;Tarjeta Credito;Tarjeta Debito;Web Pay;PedidosYa;PedidosYa Vouchers;Rappi;UberEats;Mercat;Transferencia;PedidosYa Efectivo;Uber eats
domingo, 29 de enero de 2023;Sunday;816611;96876;38660;432525;14990;21980;0;64830;146750;0;0;0;0
lunes, 30 de enero de 2023;Monday;1039925;88250;76932;728883;0;17980;0;22880;105000;0;0;0;0
martes, 31 de enero de 2023;Tuesday;1771262;97701;384021;1056710;0;76220;0;62540;94070;0;0;0;0
miércoles, 1 de febrero de 2023;Wednesday;1226643;108439;172645;695819;43470;112590;0;62250;31430;0;0;0;0
jueves, 2 de febrero de 2023;Thursday;2619942;212765;160479;1886708;0;104950;0;61300;193740;0;0;0;0
viernes, 3 de febrero de 2023;Friday;2429464;159841;543690;1232683;70430;120580;0;89420;212820;0;0;0;0
sábado, 4 de febrero de 2023;Saturday;2563958;172161;416592;1606445;47450;133010;0;29970;158330;0;0;0;0
domingo, 5 de febrero de 2023;Sunday;854000;92294;50527;352959;109360;40260;0;15980;192620;0;0;0;0
lunes, 6 de febrero de 2023;Monday;1003713;170493;25916;635174;10990;40750;0;51850;68540;0;0;0;0
martes, 7 de febrero de 2023;Tuesday;1673479;182291;98749;1215909;19580;36960;2770;68340;30370;0;0;18510;0
miércoles, 8 de febrero de 2023;Wednesday;1481309;194829;352568;621302;0;45740;0;35370;231500;0;0;0;0
jueves, 9 de febrero de 2023;Thursday;2800758;409335;172221;2085442;0;0;0;43060;90700;0;0;0;0
viernes, 10 de febrero de 2023;Friday;2191483;166190;234735;1268308;14990;165640;0;106550;235070;0;0;0;0
sábado, 11 de febrero de 2023;Saturday;2453697;227894;239643;1373701;107189;95770;0;146670;231150;0;0;31680;0
domingo, 12 de febrero de 2023;Sunday;642258;60099;4609;371050;0;47250;0;57140;81530;0;0;20580;0
lunes, 13 de febrero de 2023;Monday;528416;100752;26686;181742;51526;35220;0;10990;121500;0;0;0;0
martes, 14 de febrero de 2023;Tuesday;2845948;267249;630791;1475418;135780;91910;0;174050;63060;0;0;7690;0
miércoles, 15 de febrero de 2023;Wednesday;1448358;139255;57079;1151033;17990;39560;0;21980;21461;0;0;0;0
jueves, 16 de febrero de 2023;Thursday;2694392;229704;640921;1423557;70310;51600;0;60700;217600;0;0;0;0
viernes, 17 de febrero de 2023;Friday;2628484;283426;75075;1856922;41540;74390;0;38570;224681;0;0;33880;0
sábado, 18 de febrero de 2023;Saturday;2555522;420112;126259;1545588;41470;55500;0;84580;219783;0;0;62230;0
domingo, 19 de febrero de 2023;Sunday;900297;81726;100348;356002;32470;68730;0;0;261021;0;0;0;0
lunes, 20 de febrero de 2023;Monday;1080020;130795;0;787333;17980;56200;0;53450;34262;0;0;0;0
martes, 21 de febrero de 2023;Tuesday;1256212;122094;129635;790273;14990;32060;0;54050;113110;0;0;0;0
miércoles, 22 de febrero de 2023;Wednesday;773230;81525;242451;259196;23980;5990;0;29570;130518;0;0;0;0
jueves, 23 de febrero de 2023;Thursday;2361431;258490;354837;1534506;44970;0;0;22180;146448;0;0;0;0
viernes, 24 de febrero de 2023;Friday;2438894;161665;356765;1430364;107020;42801;0;107600;232679;0;0;0;0
sábado, 25 de febrero de 2023;Saturday;2200038;137209;143799;1307290;64950;147920;0;140970;257900;0;0;0;0
domingo, 26 de febrero de 2023;Sunday;998606;143599;22957;468304;8490;128550;690;66130;151045;0;0;8841;0
lunes, 27 de febrero de 2023;Monday;781745;47679;52734;584448;0;18280;0;20080;58524;0;0;0;0
martes, 28 de febrero de 2023;Tuesday;1740832;94453;238871;1063284;7690;63330;0;88470;176344;0;0;8390;0
miércoles, 1 de marzo de 2023;Wednesday;1414097;65140;251327;793880;14280;34860;0;126040;128570;0;0;0;0
jueves, 2 de marzo de 2023;Thursday;2908459;223940;250531;2236438;0;30930;0;36660;122870;0;0;7090;0
viernes, 3 de marzo de 2023;Friday;2066956;140124;282377;998085;32980;162860;0;107400;337670;0;0;5460;0
sábado, 4 de marzo de 2023;Saturday;492998;0;0;0;0;87051;7197;120650;278100;0;0;0;0
domingo, 5 de marzo de 2023;Sunday;0;0;0;0;0;0;0;0;0;0;0;0;0
lunes, 6 de marzo de 2023;Monday;588082;77156;0;276996;0;59900;0;65040;108990;0;0;0;0
martes, 7 de marzo de 2023;Tuesday;1104884;96458;46805;681365;0;106902;0;76260;90500;0;0;6594;0
miércoles, 8 de marzo de 2023;Wednesday;1636786;131052;109910;1079848;29970;94114;0;41870;150022;0;0;0;0
jueves, 9 de marzo de 2023;Thursday;3266707;404080;479237;2114147;0;123684;0;75820;68621;0;0;1118;0
viernes, 10 de marzo de 2023;Friday;2872618;253461;405301;1883418;16125;70120;0;56240;187953;0;0;0;0
sábado, 11 de marzo de 2023;Saturday;2684047;280985;315702;1671016;69732;47240;0;92020;197062;0;0;10290;0
domingo, 12 de marzo de 2023;Sunday;734390;120199;78957;282253;0;83230;0;37420;132331;0;0;0;0
lunes, 13 de marzo de 2023;Monday;814139;36000;45796;543061;21880;30270;0;57940;69502;0;0;9690;0
martes, 14 de marzo de 2023;Tuesday;1278341;68066;25905;1058481;0;23780;0;16080;66559;0;0;19470;0
miércoles, 15 de marzo de 2023;Wednesday;1191361;189103;113291;750207;0;10990;0;72030;55740;0;0;0;0
jueves, 16 de marzo de 2023;Thursday;2717154;180894;629587;1643939;0;91860;0;50250;73379;0;47245;0;0
viernes, 17 de marzo de 2023;Friday;2963113;284684;475107;1404404;89220;248522;0;106200;343986;0;0;10990;0
sábado, 18 de marzo de 2023;Saturday;1935286;262775;217305;1065946;29980;28270;0;86080;235180;0;0;9750;0
domingo, 19 de marzo de 2023;Sunday;1285471;112152;172019;632817;10990;55822;0;102260;189880;0;0;9531;0
lunes, 20 de marzo de 2023;Monday;797219;70435;145761;390693;0;50960;0;74120;65250;0;0;0;0
martes, 21 de marzo de 2023;Tuesday;1208615;166683;248982;678760;0;0;0;79920;34270;0;0;0;0
miércoles, 22 de marzo de 2023;Wednesday;535766;79313;66143;301710;0;32260;0;17880;38460;0;0;0;0
jueves, 23 de marzo de 2023;Thursday;1731241;126877;279538;995445;0;14480;0;151060;144020;0;0;19821;0
viernes, 24 de marzo de 2023;Friday;1722137;176295;211563;858828;27280;97420;0;124880;158320;0;67551;0;0
sábado, 25 de marzo de 2023;Saturday;1929953;145075;260741;1068036;26480;91151;2620;107970;208320;0;0;19560;0
domingo, 26 de marzo de 2023;Sunday;732762;79259;59196;340966;34470;21280;0;60640;130361;0;0;6590;0
lunes, 27 de marzo de 2023;Monday;469997;30820;21307;343161;0;10990;0;10590;33249;0;0;19880;0
martes, 28 de marzo de 2023;Tuesday;768036;30700;161997;346926;35980;35660;0;21990;134783;0;0;0;0
miércoles, 29 de marzo de 2023;Wednesday;759110;77656;121924;360900;0;15980;0;92300;81008;0;9342;0;0
jueves, 30 de marzo de 2023;Thursday;1639167;215599;77297;965340;17990;41901;0;58940;262100;0;0;0;0
viernes, 31 de marzo de 2023;Friday;3218084;197058;378389;1900230;58630;162381;0;172590;317536;0;0;31270;0
sábado, 1 de abril de 2023;Saturday;3002084;251181;395322;1764756;21470;96400;0;148250;291735;0;0;32970;0
domingo, 2 de abril de 2023;Sunday;1201354;65916;107657;584028;17990;142811;0;18980;246192;0;0;17780;0
lunes, 3 de abril de 2023;Monday;879108;76113;221210;431704;23770;58181;0;18880;49250;0;0;0;0
martes, 4 de abril de 2023;Tuesday;883978;30240;148269;507379;8290;21990;0;66830;95090;0;0;5890;0
miércoles, 5 de abril de 2023;Wednesday;1842945;127344;95199;1360782;0;21980;0;75390;162250;0;0;0;0
jueves, 6 de abril de 2023;Thursday;3014814;185131;456707;1850696;89870;169510;0;135320;116590;0;0;10990;0
viernes, 7 de abril de 2023;Friday;2283306;161045;390690;1394618;31570;131993;0;132830;29570;0;0;10990;0
sábado, 8 de abril de 2023;Saturday;1843258;196083;89518;1077066;100990;128511;0;95710;0;0;0;20070;135310
domingo, 9 de abril de 2023;Sunday;583545;43409;88616;167500;59030;91810;0;29970;103210;0;0;0;0
lunes, 10 de abril de 2023;Monday;414988;33480;39402;261945;14990;32201;0;0;0;0;0;32970;0
martes, 11 de abril de 2023;Tuesday;1474711;79034;374825;888551;8990;42781;0;12890;67640;0;0;0;0
miércoles, 12 de abril de 2023;Wednesday;962126;58907;0;668327;0;82861;0;89700;62331;0;0;0;0
jueves, 13 de abril de 2023;Thursday;1219965;112831;181170;777473;0;48291;0;45940;54260;0;0;0;0
viernes, 14 de abril de 2023;Friday;3096106;159474;400024;1838176;48550;158730;0;142550;315432;0;0;33170;0
sábado, 15 de abril de 2023;Saturday;2260347;179056;385654;1353515;17990;70871;0;98300;146071;0;0;8890;0
domingo, 16 de abril de 2023;Sunday;653277;33200;8990;384607;0;112890;0;87220;26370;0;0;0;0
lunes, 17 de abril de 2023;Monday;743494;207779;64227;274658;9450;45560;0;29870;93670;0;0;18280;0
martes, 18 de abril de 2023;Tuesday;1108063;109394;245795;650102;16980;31870;0;10990;35042;0;0;7890;0
miércoles, 19 de abril de 2023;Wednesday;716773;168196;83118;370759;6990;42060;0;37260;8390;0;0;0;0
jueves, 20 de abril de 2023;Thursday;1515224;258359;118173;956052;14990;42860;0;78140;46650;0;0;0;0
viernes, 21 de abril de 2023;Friday;2661177;113497;0;1865287;46450;132042;0;210840;222161;0;0;21960;48940
sábado, 22 de abril de 2023;Saturday;2252093;114240;248336;1338095;16980;20521;0;245810;247531;0;0;20580;0
domingo, 23 de abril de 2023;Sunday;1103374;267569;192214;401128;17480;30011;0;31260;136332;0;14990;12390;0
lunes, 24 de abril de 2023;Monday;534081;86416;56903;304782;0;38360;0;10090;37530;0;0;0;0
martes, 25 de abril de 2023;Tuesday;823843;88943;144166;556564;0;12890;0;10290;0;0;0;10990;0
miércoles, 26 de abril de 2023;Wednesday;1163283;93950;186428;724067;0;31270;0;59340;47548;0;0;20680;0
jueves, 27 de abril de 2023;Thursday;1457302;165488;267542;800000;33970;42350;0;53260;94692;0;0;0;0
viernes, 28 de abril de 2023;Friday;2203110;119802;271513;1198322;29960;164682;0;148780;260601;0;0;9450;0
sábado, 29 de abril de 2023;Saturday;1980614;79789;395780;1047783;80020;100900;0;209710;26372;0;0;40260;0
domingo, 30 de abril de 2023;Sunday;1785523;91250;75633;1014564;90310;114551;0;129690;232565;0;0;36960;0
lunes, 1 de mayo de 2023;Monday;0;0;0;0;0;0;0;0;0;0;0;0;0
martes, 2 de mayo de 2023;Tuesday;1063694;30260;0;874994;0;46700;0;48650;54800;0;0;8290;0
miércoles, 3 de mayo de 2023;Wednesday;1018176;54875;87857;704582;0;34201;0;94420;42241;0;0;0;0
jueves, 4 de mayo de 2023;Thursday;1967240;54379;224840;1306371;25470;124740;0;117050;114390;0;0;0;0
viernes, 5 de mayo de 2023;Friday;3085496;214429;469859;1525215;48950;138460;0;315820;337803;0;0;17980;16980
sábado, 6 de mayo de 2023;Saturday;2844460;77469;346638;1683632;0;107790;0;90810;527131;0;0;10990;0
domingo, 7 de mayo de 2023;Sunday;926956;26350;6039;372887;0;107300;0;153060;261320;0;0;0;0
lunes, 8 de mayo de 2023;Monday;741396;60287;10098;554190;0;77770;0;12790;26261;0;0;0;0
martes, 9 de mayo de 2023;Tuesday;740781;109880;9990;521129;0;19280;0;19880;52632;0;0;7990;0
miércoles, 10 de mayo de 2023;Wednesday;1250574;59266;72611;914147;0;41250;0;98200;65100;0;0;0;0
jueves, 11 de mayo de 2023;Thursday;1895991;162567;277229;1267055;0;21280;0;60250;107610;0;0;0;0
viernes, 12 de mayo de 2023;Friday;3246645;141336;402915;1939239;0;239371;0;265100;249370;0;0;9314;0
sábado, 13 de mayo de 2023;Saturday;1979068;185506;350656;862932;7690;125112;0;64240;348052;0;0;34880;0
domingo, 14 de mayo de 2023;Sunday;1176712;66352;100823;646195;0;246391;0;27770;79650;0;0;9531;0
lunes, 15 de mayo de 2023;Monday;472193;34000;63052;243710;0;56800;0;0;63641;0;0;10990;0
martes, 16 de mayo de 2023;Tuesday;915848;152193;221697;471546;0;17680;0;0;52732;0;0;0;0
miércoles, 17 de mayo de 2023;Wednesday;891676;72474;69960;458781;0;35220;0;152350;70321;0;0;32570;0
jueves, 18 de mayo de 2023;Thursday;1318349;42200;191692;853106;0;62081;0;100900;68370;0;0;0;0
viernes, 19 de mayo de 2023;Friday;2534259;358216;373914;1300745;0;122670;4270;73990;293734;0;0;6720;0
sábado, 20 de mayo de 2023;Saturday;2437814;182378;421333;1171861;0;163581;0;126790;371871;0;0;0;0
domingo, 21 de mayo de 2023;Sunday;782866;37490;41316;241850;0;118970;0;80520;262720;0;0;0;0
lunes, 22 de mayo de 2023;Monday;523886;122733;88396;172197;0;50850;0;32770;56940;0;0;0;0
martes, 23 de mayo de 2023;Tuesday;1089990;89169;187671;575901;0;51340;0;40860;134859;0;0;10190;0
miércoles, 24 de mayo de 2023;Wednesday;785438;76480;43557;530360;0;71312;0;10290;53439;0;0;0;0
jueves, 25 de mayo de 2023;Thursday;1550475;44879;42750;1207943;0;24570;0;138960;91373;0;0;0;0
viernes, 26 de mayo de 2023;Friday;1515860;109856;76875;880614;0;108431;0;128090;211994;0;0;0;0
sábado, 27 de mayo de 2023;Saturday;2389913;239157;447056;1038867;0;99150;0;161630;379183;0;0;24870;0
domingo, 28 de mayo de 2023;Sunday;1380750;133644;321710;604910;0;125679;0;65290;107537;0;0;21980;0
lunes, 29 de mayo de 2023;Monday;451762;79000;108953;59972;36960;35720;0;64540;66617;0;0;0;0
martes, 30 de mayo de 2023;Tuesday;1193492;137394;126444;751661;0;21180;0;30370;115453;0;0;10990;0
miércoles, 31 de mayo de 2023;Wednesday;1350811;78765;34386;915712;0;33250;10090;152750;125858;0;0;0;0
jueves, 1 de junio de 2023;Thursday;1853084;99000;257405;1296213;0;23570;0;51110;125786;0;0;0;0
viernes, 2 de junio de 2023;Friday;2286053;141381;198682;1295338;37150;46650;0;196330;308532;0;61990;0;0
sábado, 3 de junio de 2023;Saturday;2476415;347160;209803;1504271;46250;51940;0;94600;222391;0;0;0;0
domingo, 4 de junio de 2023;Sunday;740407;126485;0;179734;15490;113521;0;133930;164497;0;0;6750;0
lunes, 5 de junio de 2023;Monday;753244;35000;113828;391905;0;83699;0;37670;91142;0;0;0;0
martes, 6 de junio de 2023;Tuesday;733735;38993;33946;483944;0;46632;0;88510;41710;0;0;0;0
miércoles, 7 de junio de 2023;Wednesday;1019030;166343;34476;661772;0;68929;0;50150;37360;0;0;0;0
jueves, 8 de junio de 2023;Thursday;1362015;52740;52613;976699;0;58912;0;140570;68711;0;0;0;11770
viernes, 9 de junio de 2023;Friday;2006888;146119;117856;1136281;0;183771;0;223310;199551;0;0;0;0
sábado, 10 de junio de 2023;Saturday;1581420;170472;198369;706328;31260;159881;0;76920;238190;0;0;0;0
domingo, 11 de junio de 2023;Sunday;975900;74920;117953;404324;0;119281;0;9690;205772;0;0;43960;0
lunes, 12 de junio de 2023;Monday;525066;127890;34925;235059;0;62771;0;21980;35851;0;0;6590;0
martes, 13 de junio de 2023;Tuesday;727768;29180;166694;303652;0;64622;0;59330;82310;0;0;21980;0
miércoles, 14 de junio de 2023;Wednesday;976213;106209;211376;384188;24980;45860;0;93520;110080;0;0;0;0
jueves, 15 de junio de 2023;Thursday;1074380;145220;104082;502676;30250;61171;0;56450;123981;0;0;43260;7290
viernes, 16 de junio de 2023;Friday;2810535;181039;309851;1605521;46150;91851;9210;194920;370213;0;0;1780;0
sábado, 17 de junio de 2023;Saturday;2083985;78389;179608;1195248;17980;214190;0;160620;237950;0;0;0;0
domingo, 18 de junio de 2023;Sunday;974847;138451;104478;172727;0;139901;0;0;419290;0;0;0;0
lunes, 19 de junio de 2023;Monday;576373;79524;49973;244074;17990;82602;0;53760;48450;0;0;0;0
martes, 20 de junio de 2023;Tuesday;1078022;87939;56045;515671;60740;29970;0;73250;218481;0;35926;0;0
miércoles, 21 de junio de 2023;Wednesday;1006677;90270;112332;629585;46960;0;0;0;127530;0;0;0;0
jueves, 22 de junio de 2023;Thursday;772907;130707;284754;196765;0;71571;0;18880;70230;0;0;0;0
viernes, 23 de junio de 2023;Friday;2088931;161515;123302;1155934;61950;36760;0;85980;430520;0;0;32970;0
sábado, 24 de junio de 2023;Saturday;1586923;115929;254540;714912;14990;150581;0;102000;233971;0;0;0;0
domingo, 25 de junio de 2023;Sunday;1692595;117890;199837;681206;33480;184451;0;82720;393011;0;0;0;0
lunes, 26 de junio de 2023;Monday;684290;63990;5258;350342;0;75730;0;21480;159500;0;0;7990;0
martes, 27 de junio de 2023;Tuesday;515524;64945;84125;321414;0;24170;0;7990;12880;0;0;0;0
miércoles, 28 de junio de 2023;Wednesday;594031;39290;35156;245425;44250;29630;0;73930;126350;0;0;0;0
jueves, 29 de junio de 2023;Thursday;1487940;154039;58008;933733;48750;44050;0;85720;150750;0;0;12890;0
viernes, 30 de junio de 2023;Friday;3331260;140051;583617;1909040;8990;135871;0;314780;238911;0;0;0;0
sábado, 1 de julio de 2023;Saturday;2827513;178780;174108;1504306;35470;237055;0;129890;527603;0;0;40301;0
domingo, 2 de julio de 2023;Sunday;1115609;119696;32626;347735;55440;136062;0;122430;264923;0;25707;10990;0
lunes, 3 de julio de 2023;Monday;598710;30170;53614;324634;26570;39460;0;37960;86302;0;0;0;0
martes, 4 de julio de 2023;Tuesday;1002712;131099;38107;592646;17480;9690;0;37160;176530;0;0;0;0
miércoles, 5 de julio de 2023;Wednesday;1046542;147341;0;562648;0;105573;0;17780;213200;0;0;0;0
jueves, 6 de julio de 2023;Thursday;1599370;116000;251042;994968;22480;35060;0;98600;70930;0;0;10290;0
viernes, 7 de julio de 2023;Friday;2638393;188953;350879;1355174;185966;46351;0;217780;293290;0;0;0;0
sábado, 8 de julio de 2023;Saturday;2134861;271762;348590;853168;58730;100341;0;170390;331880;0;0;0;0
domingo, 9 de julio de 2023;Sunday;1375328;180970;54675;659491;0;83610;0;92420;293172;0;0;10990;0
lunes, 10 de julio de 2023;Monday;731769;32050;51634;339154;0;132601;0;115890;60440;0;0;0;0
martes, 11 de julio de 2023;Tuesday;837123;58306;158146;286048;15980;113511;0;94010;111122;0;0;0;0
miércoles, 12 de julio de 2023;Wednesday;951473;104000;62815;556488;8490;31460;0;0;188220;0;0;0;0
jueves, 13 de julio de 2023;Thursday;1586501;121140;8490;1125469;45340;131271;0;57250;97541;0;0;0;0
viernes, 14 de julio de 2023;Friday;2039833;256452;266480;925990;53250;152180;0;109600;252211;0;0;8290;15380
sábado, 15 de julio de 2023;Saturday;2120178;157384;389393;913099;116600;124352;0;111810;307540;0;0;0;0
domingo, 16 de julio de 2023;Sunday;718249;80915;39655;192657;26980;71261;0;83220;202281;0;0;21280;0
lunes, 17 de julio de 2023;Monday;686250;66000;71731;273056;77710;41360;0;60110;96283;0;0;0;0
martes, 18 de julio de 2023;Tuesday;591148;94042;58003;247412;8990;48250;0;62240;72211;0;0;0;0
miércoles, 19 de julio de 2023;Wednesday;756569;77340;194106;313492;7890;21280;0;42160;100301;0;0;0;0
jueves, 20 de julio de 2023;Thursday;1232388;66687;243042;746179;8990;36060;0;33280;90160;0;0;7990;0
viernes, 21 de julio de 2023;Friday;2328867;140720;474254;986993;25270;201480;0;103610;396540;0;0;0;0
sábado, 22 de julio de 2023;Saturday;1310198;128395;126896;641224;15780;26670;0;127070;233483;0;0;10680;0
domingo, 23 de julio de 2023;Sunday;1199075;308277;65010;424825;40970;59230;0;73730;227033;0;0;0;0
lunes, 24 de julio de 2023;Monday;584619;62676;98787;302626;12380;44060;0;12190;38920;0;0;12980;0
martes, 25 de julio de 2023;Tuesday;616263;36170;50974;286386;26980;103182;0;16380;96191;0;0;0;0
miércoles, 26 de julio de 2023;Wednesday;1122463;64885;111133;647832;25970;18421;0;94000;160222;0;0;0;0
jueves, 27 de julio de 2023;Thursday;1731199;125158;328119;891641;16980;34660;0;102810;220841;0;0;10990;0
viernes, 28 de julio de 2023;Friday;2406388;135475;306810;1493071;17480;110090;0;161970;171961;0;0;9531;0
sábado, 29 de julio de 2023;Saturday;2040028;121797;259589;1154702;15990;48150;0;69930;369870;0;0;0;0
domingo, 30 de julio de 2023;Sunday;975297;129570;59532;437033;0;29311;0;98320;190061;0;0;31470;0
lunes, 31 de julio de 2023;Monday;595802;94663;40764;300975;35370;13780;0;61900;48350;0;0;0;0
martes, 1 de agosto de 2023;Tuesday;910378;189926;0;588128;0;10990;0;0;121334;0;0;0;0
miércoles, 2 de agosto de 2023;Wednesday;1248748;30500;380787;558881;35150;56060;0;59800;115680;0;0;11890;0
jueves, 3 de agosto de 2023;Thursday;1431306;71950;290542;884993;0;71231;0;71730;40860;0;0;0;0
viernes, 4 de agosto de 2023;Friday;3226592;99790;447167;2031365;30980;122080;0;108740;375880;0;0;10590;0
sábado, 5 de agosto de 2023;Saturday;1888375;168908;7359;1004247;36250;150801;0;104390;416420;0;0;0;0
domingo, 6 de agosto de 2023;Sunday;1090164;200778;137192;445454;0;67330;0;36160;170280;0;0;32970;0
lunes, 7 de agosto de 2023;Monday;560115;106007;0;331177;17990;0;0;50950;53991;0;0;0;0
martes, 8 de agosto de 2023;Tuesday;599094;76835;74184;304725;29970;70520;0;42860;0;0;0;0;0
miércoles, 9 de agosto de 2023;Wednesday;923687;38880;149362;566015;0;41910;0;67630;59890;0;0;0;0
jueves, 10 de agosto de 2023;Thursday;1453067;143156;72682;939316;0;38460;0;77250;182203;0;0;0;0
viernes, 11 de agosto de 2023;Friday;1917350;169853;154113;1076384;24980;45550;0;125180;321290;0;0;0;0
sábado, 12 de agosto de 2023;Saturday;2093993;286923;259510;948755;0;144232;0;68620;385953;0;0;0;0
domingo, 13 de agosto de 2023;Sunday;983730;108990;116960;343425;18880;58222;0;71140;219763;0;0;46350;0
lunes, 14 de agosto de 2023;Monday;1305083;61940;255048;683582;23170;94672;0;52150;134521;0;0;0;0
martes, 15 de agosto de 2023;Tuesday;307902;25410;0;87841;0;71681;0;0;111980;0;0;10990;0
miércoles, 16 de agosto de 2023;Wednesday;769122;64390;116028;387612;30170;10990;0;31270;128662;0;0;0;0
jueves, 17 de agosto de 2023;Thursday;889312;142531;38456;598954;0;0;0;40760;68611;0;0;0;0
viernes, 18 de agosto de 2023;Friday;1897458;94210;193402;1187066;8990;172130;0;75020;148360;0;0;18280;0
sábado, 19 de agosto de 2023;Saturday;1266837;141022;122034;498203;57950;57868;0;102970;265022;0;13178;8590;0
domingo, 20 de agosto de 2023;Sunday;1469054;134472;262973;468575;15580;130011;0;143160;314283;0;0;0;0
lunes, 21 de agosto de 2023;Monday;1096303;154226;325102;447855;26770;29970;0;65840;46540;0;0;0;0
martes, 22 de agosto de 2023;Tuesday;603333;70090;37334;315318;0;20580;0;0;160011;0;0;0;0
miércoles, 23 de agosto de 2023;Wednesday;838503;240680;170555;256257;0;28360;0;10990;131661;0;0;0;0
jueves, 24 de agosto de 2023;Thursday;1345937;122783;126714;1005299;6990;39201;0;33960;10990;0;0;0;0
viernes, 25 de agosto de 2023;Friday;1427465;94077;232029;685006;66430;64231;0;59940;225752;0;0;0;0
sábado, 26 de agosto de 2023;Saturday;1680162;143586;111728;906746;67940;49951;0;125090;258931;0;0;16190;0
domingo, 27 de agosto de 2023;Sunday;632233;101752;150013;125606;0;30901;0;66840;139341;0;0;0;17780
lunes, 28 de agosto de 2023;Monday;724999;86150;113416;350921;8990;55341;0;29270;80911;0;0;0;0
martes, 29 de agosto de 2023;Tuesday;583366;85080;0;346036;0;10990;0;50550;80420;0;0;10290;0
miércoles, 30 de agosto de 2023;Wednesday;902607;94670;106953;452424;0;23970;0;78030;146560;0;0;0;0
jueves, 31 de agosto de 2023;Thursday;1391296;216622;76901;830723;0;49440;0;78530;139080;0;0;0;0
viernes, 1 de septiembre de 2023;Friday;2837999;288274;301234;1642809;8590;87810;0;202000;265822;0;0;41460;0
sábado, 2 de septiembre de 2023;Saturday;1389372;179650;68871;690161;23970;158679;0;113560;143491;0;0;10990;0
domingo, 3 de septiembre de 2023;Sunday;768898;134487;103999;245487;17990;67934;0;65340;133661;0;0;0;0
lunes, 4 de septiembre de 2023;Monday;1082831;109617;71527;734060;0;43447;0;71930;52250;0;0;0;0
martes, 5 de septiembre de 2023;Tuesday;1017272;99445;222621;525626;17990;21419;5722;23880;95301;0;0;5268;0
miércoles, 6 de septiembre de 2023;Wednesday;370661;32000;23947;194960;45950;23294;0;9450;33070;0;0;7990;0
jueves, 7 de septiembre de 2023;Thursday;1565047;110773;164461;1168223;17990;0;0;85320;18280;0;0;0;0
viernes, 8 de septiembre de 2023;Friday;2084206;224536;452408;974339;0;152732;0;56550;223641;0;0;0;0
sábado, 9 de septiembre de 2023;Saturday;1756892;116189;176957;994203;48970;75680;0;97700;209853;0;0;15980;21360
domingo, 10 de septiembre de 2023;Sunday;748919;79357;28567;237383;17980;166081;0;86190;133361;0;0;0;0
lunes, 11 de septiembre de 2023;Monday;379982;79451;19778;73283;24970;68620;0;10590;103290;0;0;0;0
martes, 12 de septiembre de 2023;Tuesday;758727;84513;68123;361771;17990;103000;0;34870;67180;0;0;21280;0
miércoles, 13 de septiembre de 2023;Wednesday;672166;41000;111254;397841;0;18680;0;10590;92801;0;0;0;0
jueves, 14 de septiembre de 2023;Thursday;1106068;171639;41419;762388;24970;10290;0;0;95362;0;0;0;0
viernes, 15 de septiembre de 2023;Friday;2616621;134901;171930;1959299;0;75780;0;49950;224761;0;0;0;0
sábado, 16 de septiembre de 2023;Saturday;1092290;38010;105655;577422;26980;41160;0;121780;181283;0;0;0;0
domingo, 17 de septiembre de 2023;Sunday;796593;124129;25267;282801;51950;19821;0;41560;251065;0;0;0;0
lunes, 18 de septiembre de 2023;Monday;0;0;0;0;0;0;0;0;0;0;0;0;0
martes, 19 de septiembre de 2023;Tuesday;0;0;0;0;0;0;0;0;0;0;0;0;0
miércoles, 20 de septiembre de 2023;Wednesday;492209;76206;53262;192101;0;39970;0;67520;63150;0;0;0;0
jueves, 21 de septiembre de 2023;Thursday;949718;98393;51403;550200;77110;10990;0;0;161622;0;0;0;0
viernes, 22 de septiembre de 2023;Friday;2169724;212765;316745;1022250;140120;172230;0;0;252604;0;0;53010;0
sábado, 23 de septiembre de 2023;Saturday;2099752;51917;322533;1113277;147030;137670;0;0;327325;0;0;0;0
domingo, 24 de septiembre de 2023;Sunday;896874;112571;79019;448551;106160;21021;3070;0;110872;0;0;15610;0
lunes, 25 de septiembre de 2023;Monday;473041;40440;50204;241374;46940;21570;0;0;72513;0;0;0;0
martes, 26 de septiembre de 2023;Tuesday;410096;65906;125956;138123;25970;21980;0;0;32161;0;0;0;0
miércoles, 27 de septiembre de 2023;Wednesday;891663;139633;45199;559549;17980;23830;0;0;94482;0;0;10990;0
jueves, 28 de septiembre de 2023;Thursday;2049638;214957;301578;1269304;62150;66540;0;0;125231;0;9878;0;0
viernes, 29 de septiembre de 2023;Friday;3036280;171326;284812;1859562;146730;208370;0;0;365480;0;0;0;0
sábado, 30 de septiembre de 2023;Saturday;2288523;233198;178903;1438479;53730;135420;0;0;248793;0;0;0;0
domingo, 1 de octubre de 2023;Sunday;906953;78540;46540;296150;135450;141760;0;0;208513;0;0;0;0
lunes, 2 de octubre de 2023;Monday;393570;50440;0;159600;0;98910;0;0;84620;0;0;0;0
martes, 3 de octubre de 2023;Tuesday;554124;55247;53273;332943;0;42550;0;0;70111;0;0;0;0
miércoles, 4 de octubre de 2023;Wednesday;581348;95201;62696;292427;0;85374;0;0;45650;0;0;0;0
jueves, 5 de octubre de 2023;Thursday;2196269;174551;173266;1479188;42360;96492;0;0;230412;0;0;0;0
